"species.code";"analysis";"rate";"value";"replicate"
"SCLA";"both_random";"germination.rate";0,652437829733944;NA
"SCLA";"both_random";"germination.rate";0,573671732047188;NA
"SCLA";"both_random";"germination.rate";0,612983904504538;NA
"SCLA";"both_random";"germination.rate";0,554791143596894;NA
"SCLA";"both_random";"germination.rate";0,556216102215183;NA
"SCLA";"both_random";"germination.rate";0,79286044166262;NA
"SCLA";"both_random";"germination.rate";0,617553987680425;NA
"SCLA";"both_random";"germination.rate";0,557528319021488;NA
"SCLA";"both_random";"germination.rate";0,6844042004188;NA
"SCLA";"both_random";"germination.rate";0,510436184700832;NA
"SCLA";"both_random";"germination.rate";0,728146324342984;NA
"SCLA";"both_random";"germination.rate";0,610900112315674;NA
"SCLA";"both_random";"germination.rate";0,867468694603914;NA
"SCLA";"both_random";"germination.rate";0,592410374592142;NA
"SCLA";"both_random";"germination.rate";0,72536469400889;NA
"SCLA";"both_random";"seed.survival";0,353159242917811;NA
"SCLA";"both_random";"seed.survival";0,391983938263603;NA
"SCLA";"both_random";"seed.survival";0,401946943573491;NA
"SCLA";"both_random";"seed.survival";0,345528616681319;NA
"SCLA";"both_random";"seed.survival";0,293696754442348;NA
"SCLA";"both_random";"seed.survival";0,347217892481856;NA
"SCLA";"both_random";"seed.survival";0,396390277104201;NA
"SCLA";"both_random";"seed.survival";0,353903334285567;NA
"SCLA";"both_random";"seed.survival";0,37313448091581;NA
"SCLA";"both_random";"seed.survival";0,353819745507124;NA
"SCLA";"both_random";"seed.survival";0,529439047089065;NA
"SCLA";"both_random";"seed.survival";0,480205005263921;NA
"SCLA";"both_random";"seed.survival";0,410398178896463;NA
"SCLA";"both_random";"seed.survival";0,28240279484525;NA
"SCLA";"both_random";"seed.survival";0,48217467271205;NA
"SCLA";"both_random";"seed.survival";0,431959219421193;NA
"SCLA";"both_random";"seed.survival";0,44758020215737;NA
"SCLA";"both_random";"seed.survival";0,443503268388993;NA
"SCLA";"both_random";"seed.survival";0,456577098812571;NA
"SCLA";"both_random";"seed.survival";0,442212315097605;NA
"SCLA";"both_random";"seed.survival";0,333809109513066;NA
"SCLA";"both_random";"seed.survival";0,530947839643939;NA
"SCLA";"both_random";"seed.survival";0,421038958019725;NA
"SCLA";"both_random";"seed.survival";0,443340825854293;NA
"SCLA";"both_random";"seed.survival";0,360021238401681;NA
"SCLA";"both_random";"seed.survival";0,511003244636602;NA
"SCLA";"both_random";"seed.survival";0,312557658640497;NA
"SCLA";"both_random";"seed.survival";0,521043685161107;NA
"SCLA";"both_random";"seed.survival";0,281378849844592;NA
"SCLA";"both_random";"seed.survival";0,330399772507636;NA
"SCLA";"both_random";"seed.survival";0,412960165880032;NA
"SCLA";"both_random";"seed.survival";0,301565864266037;NA
"SCLA";"both_random";"seed.survival";0,415046263383855;NA
"SCLA";"both_random";"seed.survival";0,281944035175032;NA
"SCLA";"both_random";"seed.survival";0,336391401372177;NA
"SCLA";"both_random";"seed.survival";0,321729677045465;NA
"SCLA";"both_random";"seed.survival";0,444504281321171;NA
"SCLA";"both_random";"seed.survival";0,440394861577061;NA
"SCLA";"both_random";"seed.survival";0,44699768745172;NA
"SCLA";"both_random";"seed.survival";0,3353270802908;NA
"SCLA";"both_random";"seed.survival";0,48835586492754;NA
"SCLA";"both_random";"seed.survival";0,320459181567805;NA
"SCLA";"both_random";"seed.survival";0,334727753841752;NA
"SCLA";"both_random";"seed.survival";0,490882174616352;NA
"SCLA";"both_random";"seed.survival";0,308008666840303;NA
"SCLA";"both_random";"seed.survival";0,301881044221877;NA
"SCLA";"both_random";"seed.survival";0,42155014930967;NA
"SCLA";"both_random";"seed.survival";0,290190909977913;NA
"SCLA";"both_random";"seed.survival";0,430868800863876;NA
"SCLA";"both_random";"seed.survival";0,492980069675908;NA
"SCLA";"both_random";"seed.survival";0,441564885858919;NA
"SCLA";"both_random";"seed.survival";0,477797883913615;NA
"SCLA";"both_random";"seed.survival";0,290707031859082;NA
"SCLA";"both_random";"seed.survival";0,290495927670902;NA
"SCLA";"both_random";"seed.survival";0,431742626777108;NA
"SCLA";"both_random";"seed.survival";0,470223898560716;NA
"SCLA";"both_random";"seed.survival";0,301762587668611;NA
"SCLA";"both_random";"seed.survival";0,49021109697763;NA
"SCLA";"both_random";"seed.survival";0,489840747235686;NA
"SCLA";"both_random";"seed.survival";0,421975472202908;NA
"SCLA";"both_random";"seed.survival";0,417296058101675;NA
"SCLA";"both_random";"seed.survival";0,298273906918555;NA
"SCLA";"both_random";"seed.survival";0,41709484846791;NA
"SCLA";"both_random";"seed.survival";0,28152158666707;NA
"SCLA";"both_random";"seed.survival";0,485530720085223;NA
"SCLA";"both_random";"seed.survival";0,416218795425652;NA
"SCLA";"both_random";"seed.survival";0,30028243751839;NA
"SCLA";"both_random";"seed.survival";0,44251316036245;NA
"SCLA";"both_random";"seed.survival";0,305170363252432;NA
"SCLA";"both_random";"seed.survival";0,446811852968211;NA
"SCLA";"both_random";"seed.survival";0,390129164761628;NA
"SCLA";"both_random";"seed.survival";0,394703786097538;NA
"SCLA";"both_random";"seed.survival";0,495586433312715;NA
"SCLA";"both_random";"seed.survival";0,330473383867944;NA
"SCLA";"both_random";"seed.survival";0,543971544177452;NA
"SCLA";"both_random";"seed.survival";0,400262928553459;NA
"SCLA";"both_random";"seed.survival";0,535330563989353;NA
"SCLA";"both_random";"seed.survival";0,439005696258647;NA
"SCLA";"both_random";"seed.survival";0,394324890734629;NA
"SCLA";"both_random";"seed.survival";0,495492393180949;NA
"SCLA";"both_random";"seed.survival";0,362610595725212;NA
"SCLA";"both_random";"seed.survival";0,287450456321258;NA
"SCLA";"both_random";"seed.survival";0,3815345775329;NA
"SCLA";"both_random";"seed.survival";0,392249150729643;NA
"SCLA";"both_random";"seed.survival";0,395206152734261;NA
"SCLA";"both_random";"seed.survival";0,538211814165169;NA
"SCLA";"both_random";"seed.survival";0,478145031880322;NA
"SCLA";"both_random";"seed.survival";0,284138405986897;NA
"SCLA";"both_random";"seed.survival";0,385677582329427;NA
"SCLA";"both_random";"seed.survival";0,282927434637329;NA
"SCLA";"both_random";"seed.survival";0,415921814581038;NA
"SCLA";"both_random";"seed.survival";0,297441220244924;NA
"SCLA";"both_random";"seed.survival";0,286352441212345;NA
"SCLA";"both_random";"seed.survival";0,419992119518187;NA
"SCLA";"both_random";"seed.survival";0,42172989204409;NA
"SCLA";"both_random";"seed.survival";0,281854503655654;NA
"SCLA";"both_random";"seed.survival";0,291753167417817;NA
"SCLA";"both_random";"seed.survival";0,399624956436667;NA
"SCLA";"both_random";"seed.survival";0,277524743749021;NA
"SCLA";"both_random";"seed.survival";0,306702493068724;NA
"SOAS";"both_random";"germination.rate";0,590207276565071;NA
"SOAS";"both_random";"germination.rate";0,652820760284244;NA
"SOAS";"both_random";"germination.rate";0,585060275355367;NA
"SOAS";"both_random";"germination.rate";0,567670767336335;NA
"SOAS";"both_random";"germination.rate";0,480216761027217;NA
"SOAS";"both_random";"germination.rate";0,449590619564913;NA
"SOAS";"both_random";"germination.rate";0,455217985851655;NA
"SOAS";"both_random";"germination.rate";0,526031876307743;NA
"SOAS";"both_random";"germination.rate";0,537661803848841;NA
"SOAS";"both_random";"germination.rate";0,721533177302716;NA
"SOAS";"both_random";"germination.rate";0,780122424487129;NA
"SOAS";"both_random";"germination.rate";0,74805885474409;NA
"SOAS";"both_random";"germination.rate";0,612523599908737;NA
"SOAS";"both_random";"germination.rate";0,472950222135106;NA
"SOAS";"both_random";"germination.rate";0,722013806345786;NA
"SOAS";"both_random";"germination.rate";0,7250243785429;NA
"SOAS";"both_random";"germination.rate";0,679706959555605;NA
"SOAS";"both_random";"germination.rate";0,522223775281308;NA
"SOAS";"both_random";"germination.rate";0,730106054657456;NA
"SOAS";"both_random";"germination.rate";0,634579056302833;NA
"SOAS";"both_random";"germination.rate";0,472880388272898;NA
"SOAS";"both_random";"germination.rate";0,752244283294503;NA
"SOAS";"both_random";"germination.rate";0,777734516403345;NA
"SOAS";"both_random";"germination.rate";0,57066501133654;NA
"SOAS";"both_random";"germination.rate";0,49651547197472;NA
"SOAS";"both_random";"germination.rate";0,753906933212703;NA
"SOAS";"both_random";"germination.rate";0,450649725306573;NA
"SOAS";"both_random";"germination.rate";0,578926142568562;NA
"SOAS";"both_random";"germination.rate";0,740400462191998;NA
"SOAS";"both_random";"germination.rate";0,689456672105194;NA
"SOAS";"both_random";"germination.rate";0,469908578717437;NA
"SOAS";"both_random";"germination.rate";0,709847054173139;NA
"SOAS";"both_random";"germination.rate";0,727035928297847;NA
"SOAS";"both_random";"germination.rate";0,743787872624894;NA
"SOAS";"both_random";"germination.rate";0,509719235148858;NA
"SOAS";"both_random";"germination.rate";0,621731700634507;NA
"SOAS";"both_random";"germination.rate";0,469943526116091;NA
"SOAS";"both_random";"germination.rate";0,588043439667508;NA
"SOAS";"both_random";"germination.rate";0,573328340133252;NA
"SOAS";"both_random";"germination.rate";0,72251704446258;NA
"SOAS";"both_random";"germination.rate";0,503921788584265;NA
"SOAS";"both_random";"germination.rate";0,551812540820053;NA
"SOAS";"both_random";"germination.rate";0,461013806189253;NA
"SOAS";"both_random";"germination.rate";0,612798318749152;NA
"SOAS";"both_random";"germination.rate";0,566918747645383;NA
"SOAS";"both_random";"germination.rate";0,524512077542595;NA
"SOAS";"both_random";"germination.rate";0,69135298076233;NA
"SOAS";"both_random";"germination.rate";0,782353747954557;NA
"SOAS";"both_random";"germination.rate";0,69714198876232;NA
"SOAS";"both_random";"germination.rate";0,674127698173635;NA
"SOAS";"both_random";"germination.rate";0,440394487852613;NA
"SOAS";"both_random";"germination.rate";0,41602478263579;NA
"SOAS";"both_random";"germination.rate";0,56682987078986;NA
"SOAS";"both_random";"germination.rate";0,769580856441432;NA
"SOAS";"both_random";"germination.rate";0,488949083763547;NA
"SOAS";"both_random";"germination.rate";0,583087837413966;NA
"SOAS";"both_random";"germination.rate";0,458773071863686;NA
"SOAS";"both_random";"germination.rate";0,741444048762086;NA
"SOAS";"both_random";"germination.rate";0,420196526264419;NA
"SOAS";"both_random";"germination.rate";0,471123037979876;NA
"SOAS";"both_random";"germination.rate";0,669790399386853;NA
"SOAS";"both_random";"germination.rate";0,523714541311552;NA
"SOAS";"both_random";"germination.rate";0,558651580740076;NA
"SOAS";"both_random";"germination.rate";0,641432943300931;NA
"SOAS";"both_random";"germination.rate";0,721053910090275;NA
"SOAS";"both_random";"germination.rate";0,527077353587259;NA
"SOAS";"both_random";"germination.rate";0,702667459254526;NA
"SOAS";"both_random";"germination.rate";0,630494763665603;NA
"SOAS";"both_random";"germination.rate";0,701211938154913;NA
"SOAS";"both_random";"germination.rate";0,586359261757208;NA
"SOAS";"both_random";"germination.rate";0,437653750564871;NA
"SOAS";"both_random";"germination.rate";0,448446406853671;NA
"SOAS";"both_random";"germination.rate";0,59845319235429;NA
"SOAS";"both_random";"germination.rate";0,427816014079025;NA
"SOAS";"both_random";"germination.rate";0,695229281247657;NA
"SOAS";"both_random";"germination.rate";0,657975846583332;NA
"SOAS";"both_random";"germination.rate";0,426117620474679;NA
"SOAS";"both_random";"germination.rate";0,434664958276577;NA
"SOAS";"both_random";"germination.rate";0,445192021961102;NA
"SOAS";"both_random";"germination.rate";0,750443889152661;NA
"SOAS";"both_random";"germination.rate";0,660892784167406;NA
"SOAS";"both_random";"germination.rate";0,597190631371541;NA
"SOAS";"both_random";"germination.rate";0,431196240452989;NA
"SOAS";"both_random";"germination.rate";0,563062173005182;NA
"SOAS";"both_random";"germination.rate";0,479245398731009;NA
"SOAS";"both_random";"germination.rate";0,632390344458135;NA
"SOAS";"both_random";"germination.rate";0,649664856410754;NA
"SOAS";"both_random";"germination.rate";0,619980235570483;NA
"SOAS";"both_random";"germination.rate";0,679757465286099;NA
"SOAS";"both_random";"germination.rate";0,688088030084919;NA
"SOAS";"both_random";"germination.rate";0,5061575307071;NA
"SOAS";"both_random";"germination.rate";0,577853747466868;NA
"SOAS";"both_random";"germination.rate";0,762041853479736;NA
"SOAS";"both_random";"germination.rate";0,551264491650477;NA
"SOAS";"both_random";"germination.rate";0,535516744343296;NA
"SOAS";"both_random";"germination.rate";0,460032614837659;NA
"SOAS";"both_random";"germination.rate";0,668843023745173;NA
"SOAS";"both_random";"germination.rate";0,744538725770162;NA
"SOAS";"both_random";"germination.rate";0,781686281395097;NA
"SOAS";"both_random";"germination.rate";0,49954808150563;NA
"SOAS";"both_random";"seed.survival";0,357182946379183;NA
"SOAS";"both_random";"seed.survival";0,386786100789737;NA
"SOAS";"both_random";"seed.survival";0,324691233199309;NA
"SOAS";"both_random";"seed.survival";0,305679175116383;NA
"SOAS";"both_random";"seed.survival";0,198487650818338;NA
"SOAS";"both_random";"seed.survival";0,368839155056791;NA
"SOAS";"both_random";"seed.survival";0,151262084772417;NA
"SOAS";"both_random";"seed.survival";0,412251004609834;NA
"SOAS";"both_random";"seed.survival";0,335323622370832;NA
"SOAS";"both_random";"seed.survival";0,400699695807568;NA
"SOAS";"both_random";"seed.survival";0,290157354742204;NA
"SOAS";"both_random";"seed.survival";0,234900497118816;NA
"SOAS";"both_random";"seed.survival";0,176223410573452;NA
"SOAS";"both_random";"seed.survival";0,220296813899392;NA
"SOAS";"both_random";"seed.survival";0,316813233710348;NA
"SOAS";"both_random";"seed.survival";0,167963458023638;NA
"SOAS";"both_random";"seed.survival";0,28629619317382;NA
"SOAS";"both_random";"seed.survival";0,41739142995644;NA
"SOAS";"both_random";"seed.survival";0,429427578319638;NA
"SOAS";"both_random";"seed.survival";0,309081754465475;NA
"SOAS";"both_random";"seed.survival";0,211562212827323;NA
"SOAS";"both_random";"seed.survival";0,271475773897457;NA
"SOAS";"both_random";"seed.survival";0,21034097809985;NA
"SOAS";"both_random";"seed.survival";0,395824702342673;NA
"SOAS";"both_random";"seed.survival";0,380671374670507;NA
"SOAS";"both_random";"seed.survival";0,224407073271478;NA
"SOAS";"both_random";"seed.survival";0,381701717762901;NA
"SOAS";"both_random";"seed.survival";0,288524383840848;NA
"SOAS";"both_random";"seed.survival";0,244422099577308;NA
"SOAS";"both_random";"seed.survival";0,276969327520144;NA
"SOAS";"both_random";"seed.survival";0,34030607556058;NA
"SOAS";"both_random";"seed.survival";0,426958673139577;NA
"SOAS";"both_random";"seed.survival";0,244333417411069;NA
"SOAS";"both_random";"seed.survival";0,266803048177426;NA
"SOAS";"both_random";"seed.survival";0,352984066322543;NA
"SOAS";"both_random";"seed.survival";0,236012869166701;NA
"SOAS";"both_random";"seed.survival";0,359406153499474;NA
"SOAS";"both_random";"seed.survival";0,360855648469274;NA
"SOAS";"both_random";"seed.survival";0,399879510631635;NA
"SOAS";"both_random";"seed.survival";0,323125265010077;NA
"SOAS";"both_random";"seed.survival";0,161004814265726;NA
"SOAS";"both_random";"seed.survival";0,256130055183172;NA
"SOAS";"both_random";"seed.survival";0,164696273797997;NA
"SOAS";"both_random";"seed.survival";0,319664421074771;NA
"SOAS";"both_random";"seed.survival";0,391049235134075;NA
"SOAS";"both_random";"seed.survival";0,149157351257734;NA
"SOAS";"both_random";"seed.survival";0,227305477836175;NA
"SOAS";"both_random";"seed.survival";0,187895348304007;NA
"SOAS";"both_random";"seed.survival";0,420808327876736;NA
"SOAS";"both_random";"seed.survival";0,393840238125067;NA
"SOAS";"both_random";"seed.survival";0,305394197587981;NA
"SOAS";"both_random";"seed.survival";0,419501335592776;NA
"SOAS";"both_random";"seed.survival";0,380168408737243;NA
"SOAS";"both_random";"seed.survival";0,207346792132866;NA
"SOAS";"both_random";"seed.survival";0,299254989302482;NA
"SOAS";"both_random";"seed.survival";0,380090321004129;NA
"SOAS";"both_random";"seed.survival";0,362409401986517;NA
"SOAS";"both_random";"seed.survival";0,237200705884625;NA
"SOAS";"both_random";"seed.survival";0,428189308636284;NA
"SOAS";"both_random";"seed.survival";0,333247164635465;NA
"SOAS";"both_random";"seed.survival";0,410251936660582;NA
"SOAS";"both_random";"seed.survival";0,241151672209511;NA
"SOAS";"both_random";"seed.survival";0,314738462225057;NA
"SOAS";"both_random";"seed.survival";0,347324759812794;NA
"SOAS";"both_random";"seed.survival";0,317198089932304;NA
"SOAS";"both_random";"seed.survival";0,375443118309291;NA
"SOAS";"both_random";"seed.survival";0,396304908462749;NA
"SOAS";"both_random";"seed.survival";0,405436155385834;NA
"SOAS";"both_random";"seed.survival";0,417621008757735;NA
"SOAS";"both_random";"seed.survival";0,339105227040324;NA
"SOAS";"both_random";"seed.survival";0,428835727457139;NA
"SOAS";"both_random";"seed.survival";0,40892076675451;NA
"SOAS";"both_random";"seed.survival";0,31042603309246;NA
"SOAS";"both_random";"seed.survival";0,219363272219059;NA
"SOAS";"both_random";"seed.survival";0,30015205249446;NA
"SOAS";"both_random";"seed.survival";0,22055064013082;NA
"SOAS";"both_random";"seed.survival";0,239861353918004;NA
"SOAS";"both_random";"seed.survival";0,165402933811218;NA
"SOAS";"both_random";"seed.survival";0,300014644595241;NA
"SOAS";"both_random";"seed.survival";0,362354843020606;NA
"SOAS";"both_random";"seed.survival";0,178923114330094;NA
"SOAS";"both_random";"seed.survival";0,376322815556779;NA
"SOAS";"both_random";"seed.survival";0,277945668312314;NA
"SOAS";"both_random";"seed.survival";0,388333684623364;NA
"SOAS";"both_random";"seed.survival";0,283231201289722;NA
"SOAS";"both_random";"seed.survival";0,189855362195264;NA
"SOAS";"both_random";"seed.survival";0,201062504459507;NA
"SOAS";"both_random";"seed.survival";0,370161647319474;NA
"SOAS";"both_random";"seed.survival";0,18214351685627;NA
"SOAS";"both_random";"seed.survival";0,429758491058625;NA
"SOAS";"both_random";"seed.survival";0,200210506342435;NA
"SOAS";"both_random";"seed.survival";0,17879025794056;NA
"SOAS";"both_random";"seed.survival";0,29710597771841;NA
"SOAS";"both_random";"seed.survival";0,249312454803706;NA
"SOAS";"both_random";"seed.survival";0,363158929920436;NA
"SOAS";"both_random";"seed.survival";0,37436928848272;NA
"SOAS";"both_random";"seed.survival";0,197140780968197;NA
"SOAS";"both_random";"seed.survival";0,413982172684028;NA
"SOAS";"both_random";"seed.survival";0,354584834210454;NA
"SOAS";"both_random";"seed.survival";0,394192235351324;NA
"SPRU";"both_random";"germination.rate";0,538217461861157;NA
"SPRU";"both_random";"germination.rate";0,285829962882668;NA
"SPRU";"both_random";"germination.rate";0,285264310870943;NA
"SPRU";"both_random";"germination.rate";0,617094232837028;NA
"SPRU";"both_random";"germination.rate";0,325930632606377;NA
"SPRU";"both_random";"germination.rate";0,28446362374441;NA
"SPRU";"both_random";"germination.rate";0,292976711888974;NA
"SPRU";"both_random";"germination.rate";0,283209704701465;NA
"SPRU";"both_random";"germination.rate";0,55296929605153;NA
"SPRU";"both_random";"germination.rate";0,433229600457679;NA
"SPRU";"both_random";"germination.rate";0,259731509861167;NA
"SPRU";"both_random";"germination.rate";0,549052350993908;NA
"SPRU";"both_random";"germination.rate";0,288693494122213;NA
"SPRU";"both_random";"germination.rate";0,408880834968255;NA
"SPRU";"both_random";"germination.rate";0,462592388006336;NA
"SPRU";"both_random";"germination.rate";0,377248639945069;NA
"SPRU";"both_random";"germination.rate";0,581587027723928;NA
"SPRU";"both_random";"germination.rate";0,301243922516075;NA
"SPRU";"both_random";"germination.rate";0,345415099171329;NA
"SPRU";"both_random";"germination.rate";0,295212216984599;NA
"SPRU";"both_random";"germination.rate";0,568543719922054;NA
"SPRU";"both_random";"germination.rate";0,372484016040581;NA
"SPRU";"both_random";"germination.rate";0,447407054629999;NA
"SPRU";"both_random";"germination.rate";0,581650172409725;NA
"SPRU";"both_random";"germination.rate";0,450055659768033;NA
"SPRU";"both_random";"germination.rate";0,607619465396749;NA
"SPRU";"both_random";"germination.rate";0,584661970538425;NA
"SPRU";"both_random";"germination.rate";0,256549239593725;NA
"SPRU";"both_random";"germination.rate";0,473700910852751;NA
"SPRU";"both_random";"germination.rate";0,266761817055568;NA
"SPRU";"both_random";"germination.rate";0,525164398074377;NA
"SPRU";"both_random";"germination.rate";0,31270128073541;NA
"SPRU";"both_random";"germination.rate";0,37374363440883;NA
"SPRU";"both_random";"germination.rate";0,295929490156167;NA
"SPRU";"both_random";"germination.rate";0,618603620220681;NA
"SPRU";"both_random";"germination.rate";0,386287565296434;NA
"SPRU";"both_random";"germination.rate";0,385492145010915;NA
"SPRU";"both_random";"germination.rate";0,54764696803466;NA
"SPRU";"both_random";"germination.rate";0,622433087434148;NA
"SPRU";"both_random";"germination.rate";0,358494278640272;NA
"SPRU";"both_random";"germination.rate";0,617250070395945;NA
"SPRU";"both_random";"germination.rate";0,34230563645061;NA
"SPRU";"both_random";"germination.rate";0,550222652534557;NA
"SPRU";"both_random";"germination.rate";0,327765191888224;NA
"SPRU";"both_random";"germination.rate";0,574672299524516;NA
"SPRU";"both_random";"germination.rate";0,282422488191068;NA
"SPRU";"both_random";"germination.rate";0,465128726849939;NA
"SPRU";"both_random";"germination.rate";0,417402489744412;NA
"SPRU";"both_random";"germination.rate";0,274844919421863;NA
"SPRU";"both_random";"germination.rate";0,601317086151545;NA
"SPRU";"both_random";"germination.rate";0,319229069931634;NA
"SPRU";"both_random";"germination.rate";0,261837538283567;NA
"SPRU";"both_random";"germination.rate";0,345533870804073;NA
"SPRU";"both_random";"germination.rate";0,342592801801577;NA
"SPRU";"both_random";"germination.rate";0,387038815208384;NA
"SPRU";"both_random";"germination.rate";0,27643819111404;NA
"SPRU";"both_random";"germination.rate";0,620128653379763;NA
"SPRU";"both_random";"germination.rate";0,408799305956261;NA
"SPRU";"both_random";"germination.rate";0,266157977240513;NA
"SPRU";"both_random";"germination.rate";0,596691555821682;NA
"SPRU";"both_random";"germination.rate";0,511226544243565;NA
"SPRU";"both_random";"germination.rate";0,441546336087218;NA
"SPRU";"both_random";"germination.rate";0,595452103959169;NA
"SPRU";"both_random";"germination.rate";0,395212093432268;NA
"SPRU";"both_random";"germination.rate";0,380742595572262;NA
"SPRU";"both_random";"germination.rate";0,492245395579076;NA
"SPRU";"both_random";"germination.rate";0,273853891785295;NA
"SPRU";"both_random";"germination.rate";0,597119456896576;NA
"SPRU";"both_random";"germination.rate";0,521097843059473;NA
"SPRU";"both_random";"germination.rate";0,525817256734635;NA
"SPRU";"both_random";"germination.rate";0,606986534493686;NA
"SPRU";"both_random";"germination.rate";0,612531676178776;NA
"SPRU";"both_random";"germination.rate";0,561888766488007;NA
"SPRU";"both_random";"germination.rate";0,272498465021777;NA
"SPRU";"both_random";"germination.rate";0,482367038447429;NA
"SPRU";"both_random";"germination.rate";0,257289980610807;NA
"SPRU";"both_random";"germination.rate";0,60014646995168;NA
"SPRU";"both_random";"germination.rate";0,623438774695899;NA
"SPRU";"both_random";"germination.rate";0,284864138795228;NA
"SPRU";"both_random";"germination.rate";0,463149190916132;NA
"SPRU";"both_random";"germination.rate";0,486515282385931;NA
"SPRU";"both_random";"germination.rate";0,349555512691295;NA
"SPRU";"both_random";"germination.rate";0,532408467234468;NA
"SPRU";"both_random";"germination.rate";0,421883221924289;NA
"SPRU";"both_random";"germination.rate";0,258352095926722;NA
"SPRU";"both_random";"germination.rate";0,466899283190599;NA
"SPRU";"both_random";"germination.rate";0,475767071108982;NA
"SPRU";"both_random";"germination.rate";0,595325754168875;NA
"SPRU";"both_random";"germination.rate";0,308936720419844;NA
"SPRU";"both_random";"germination.rate";0,294413777141107;NA
"SPRU";"both_random";"germination.rate";0,331508953023026;NA
"SPRU";"both_random";"germination.rate";0,363770141663943;NA
"SPRU";"both_random";"germination.rate";0,518766917384343;NA
"SPRU";"both_random";"germination.rate";0,385001776851978;NA
"SPRU";"both_random";"germination.rate";0,331842184534914;NA
"SPRU";"both_random";"germination.rate";0,325347632853685;NA
"SPRU";"both_random";"germination.rate";0,584813437725255;NA
"SPRU";"both_random";"germination.rate";0,358536414401183;NA
"SPRU";"both_random";"germination.rate";0,54407112036687;NA
"SPRU";"both_random";"germination.rate";0,262357052354889;NA
"SPRU";"both_random";"seed.survival";0,368954676367482;NA
"SPRU";"both_random";"seed.survival";0,359611290991752;NA
"SPRU";"both_random";"seed.survival";0,427560052888591;NA
"SPRU";"both_random";"seed.survival";0,390999389033873;NA
"SPRU";"both_random";"seed.survival";0,48421953492363;NA
"SPRU";"both_random";"seed.survival";0,364823239386357;NA
"SPRU";"both_random";"seed.survival";0,269102190131022;NA
"SPRU";"both_random";"seed.survival";0,312084621697714;NA
"SPRU";"both_random";"seed.survival";0,313212239138195;NA
"SPRU";"both_random";"seed.survival";0,317938258420515;NA
"SPRU";"both_random";"seed.survival";0,535934123881954;NA
"SPRU";"both_random";"seed.survival";0,383380022937923;NA
"SPRU";"both_random";"seed.survival";0,552794410232896;NA
"SPRU";"both_random";"seed.survival";0,442983605948856;NA
"SPRU";"both_random";"seed.survival";0,325214946394716;NA
"SPRU";"both_random";"seed.survival";0,430182114471145;NA
"SPRU";"both_random";"seed.survival";0,409521735115791;NA
"SPRU";"both_random";"seed.survival";0,551422032811246;NA
"SPRU";"both_random";"seed.survival";0,396859682297957;NA
"SPRU";"both_random";"seed.survival";0,487819278371741;NA
"SPRU";"both_random";"seed.survival";0,516555521193785;NA
"SPRU";"both_random";"seed.survival";0,267991320953933;NA
"SPRU";"both_random";"seed.survival";0,394358216804613;NA
"SPRU";"both_random";"seed.survival";0,548756652819774;NA
"SPRU";"both_random";"seed.survival";0,424167335454666;NA
"SPRU";"both_random";"seed.survival";0,339961904917582;NA
"SPRU";"both_random";"seed.survival";0,294744789338814;NA
"SPRU";"both_random";"seed.survival";0,411978418563128;NA
"SPRU";"both_random";"seed.survival";0,338966974275772;NA
"SPRU";"both_random";"seed.survival";0,292653390621787;NA
"SPRU";"both_random";"seed.survival";0,339984191728133;NA
"SPRU";"both_random";"seed.survival";0,530121594625447;NA
"SPRU";"both_random";"seed.survival";0,524892070262791;NA
"SPRU";"both_random";"seed.survival";0,29690230691048;NA
"SPRU";"both_random";"seed.survival";0,428443297023064;NA
"SPRU";"both_random";"seed.survival";0,480356900592489;NA
"SPRU";"both_random";"seed.survival";0,525007695061634;NA
"SPRU";"both_random";"seed.survival";0,502897950427528;NA
"SPRU";"both_random";"seed.survival";0,441684350232199;NA
"SPRU";"both_random";"seed.survival";0,272842530998888;NA
"SPRU";"both_random";"seed.survival";0,287131666864367;NA
"SPRU";"both_random";"seed.survival";0,408464371256432;NA
"SPRU";"both_random";"seed.survival";0,397115568865197;NA
"SPRU";"both_random";"seed.survival";0,489004521801577;NA
"SPRU";"both_random";"seed.survival";0,520016140451172;NA
"SPRU";"both_random";"seed.survival";0,42705190697361;NA
"SPRU";"both_random";"seed.survival";0,391037424014645;NA
"SPRU";"both_random";"seed.survival";0,281681945951874;NA
"SPRU";"both_random";"seed.survival";0,369278521443897;NA
"SPRU";"both_random";"seed.survival";0,404233614312373;NA
"SPRU";"both_random";"seed.survival";0,380270029392313;NA
"SPRU";"both_random";"seed.survival";0,308700104974507;NA
"SPRU";"both_random";"seed.survival";0,278927565861254;NA
"SPRU";"both_random";"seed.survival";0,4574913081337;NA
"SPRU";"both_random";"seed.survival";0,2927260645696;NA
"SPRU";"both_random";"seed.survival";0,360648894185054;NA
"SPRU";"both_random";"seed.survival";0,29842930976718;NA
"SPRU";"both_random";"seed.survival";0,413529813928083;NA
"SPRU";"both_random";"seed.survival";0,459238915397602;NA
"SPRU";"both_random";"seed.survival";0,39330655209083;NA
"SPRU";"both_random";"seed.survival";0,323789433411377;NA
"SPRU";"both_random";"seed.survival";0,41306756665441;NA
"SPRU";"both_random";"seed.survival";0,459874284101478;NA
"SPRU";"both_random";"seed.survival";0,28821593299024;NA
"SPRU";"both_random";"seed.survival";0,48128121955401;NA
"SPRU";"both_random";"seed.survival";0,507118920859741;NA
